title,description,identifier,license,license_name,issued,modified,publisher,distribution
NHS Organisation Data Service downloads,,nhsods,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:29.684637,"{'name': 'NHS Digital', 'website': 'https://digital.nhs.uk/'}","[{'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/espha.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Special Health Authorities'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ecsu.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Commissioning Support Units'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ensa.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Support Agencies and Shared Services'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/epraccur.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - GP practices'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/eccg.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Clinical Commissioning Groups'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/etr.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ect.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Care Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/wlhb.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Welsh Local Health Boards'}]"
NHS Organisation Data Service downloads,,nhsods,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:29.684637,"{'name': 'NHS Digital', 'website': 'https://digital.nhs.uk/'}","[{'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/espha.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Special Health Authorities'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ecsu.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Commissioning Support Units'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ensa.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Support Agencies and Shared Services'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/epraccur.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - GP practices'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/eccg.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Clinical Commissioning Groups'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/etr.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ect.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Care Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/wlhb.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Welsh Local Health Boards'}]"
NHS Organisation Data Service downloads,,nhsods,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:29.684637,"{'name': 'NHS Digital', 'website': 'https://digital.nhs.uk/'}","[{'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/espha.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Special Health Authorities'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ecsu.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Commissioning Support Units'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ensa.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Support Agencies and Shared Services'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/epraccur.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - GP practices'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/eccg.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Clinical Commissioning Groups'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/etr.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ect.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Care Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/wlhb.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Welsh Local Health Boards'}]"
NHS Organisation Data Service downloads,,nhsods,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:29.684637,"{'name': 'NHS Digital', 'website': 'https://digital.nhs.uk/'}","[{'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/espha.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Special Health Authorities'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ecsu.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Commissioning Support Units'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ensa.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Support Agencies and Shared Services'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/epraccur.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - GP practices'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/eccg.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Clinical Commissioning Groups'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/etr.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ect.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Care Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/wlhb.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Welsh Local Health Boards'}]"
NHS Organisation Data Service downloads,,nhsods,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:29.684637,"{'name': 'NHS Digital', 'website': 'https://digital.nhs.uk/'}","[{'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/espha.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Special Health Authorities'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ecsu.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Commissioning Support Units'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ensa.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Support Agencies and Shared Services'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/epraccur.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - GP practices'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/eccg.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Clinical Commissioning Groups'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/etr.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ect.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Care Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/wlhb.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Welsh Local Health Boards'}]"
NHS Organisation Data Service downloads,,nhsods,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:29.684637,"{'name': 'NHS Digital', 'website': 'https://digital.nhs.uk/'}","[{'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/espha.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Special Health Authorities'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ecsu.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Commissioning Support Units'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ensa.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Support Agencies and Shared Services'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/epraccur.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - GP practices'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/eccg.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Clinical Commissioning Groups'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/etr.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - NHS Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/ect.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Care Trusts'}, {'downloadURL': 'https://files.digital.nhs.uk/assets/ods/current/wlhb.zip', 'accessURL': 'https://digital.nhs.uk/services/organisation-data-service/data-downloads', 'title': 'NHS Digital Organisation Data Service - Welsh Local Health Boards'}]"
Principal local authorities in Wales register,Principal local authorities in Wales,pla,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:44.838810,"{'name': 'Welsh Government', 'website': 'https://gov.wales/'}","[{'downloadURL': 'https://principal-local-authority.register.gov.uk/records.csv?page-size=5000', 'accessURL': 'https://www.registers.service.gov.uk/registers/principal-local-authority/', 'title': 'Principal local authorities in Wales register'}]"
Current registered providers of social housing,Current registered providers of social housing and new registrations and deregistrations. Covers England,rsl,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,2020-04-09,2020-04-20T22:29:45.987777,"{'name': 'Regulator of Social Housing', 'website': 'https://www.gov.uk/government/organisations/regulator-of-social-housing'}","[{'downloadURL': 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/879048/20200409_List_of_RPs_for_website.xlsx', 'accessURL': 'https://www.gov.uk/government/publications/current-registered-providers-of-social-housing', 'title': 'Current registered providers of social housing'}]"
Department of Education - Institution Search,,nideptofeducation,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:29:49.562444,"{'name': 'Northern Ireland Department of Education', 'website': 'https://www.education-ni.gov.uk/'}","[{'downloadURL': 'http://apps.education-ni.gov.uk/appinstitutes/default.aspx', 'accessURL': 'http://apps.education-ni.gov.uk/appinstitutes/default.aspx', 'title': 'Institution Search'}]"
School Contact Details,"School contact details as at September 2017 including school names, addresses, pupil rolls, FTE numbers of teachers, urban/rural classification, denomination and proportion of pupils from minority ethnic groups.",schoolsscotland,http://www.nationalarchives.gov.uk/doc/open-government-licence/,Open Government Licence,2019-03-20,2020-04-20T22:30:01.456844,"{'name': 'Scottish Government', 'website': 'https://www.gov.scot/'}","[{'downloadURL': '/Resource/0054/00546836.xlsx', 'accessURL': 'http://www.gov.scot/Topics/Statistics/Browse/School-Education/Datasets/contactdetails', 'title': 'School Contact Details'}]"
Address list of schools,,walesschools,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence v3.0,,2020-04-20T22:31:18.062069,"{'name': 'Welsh Government', 'website': 'https://gov.wales/'}","[{'downloadURL': 'https://gov.wales/sites/default/files/publications/2020-03/address-list-schools-wales_0.ods', 'accessURL': 'https://gov.wales/address-list-schools', 'title': 'Address list of schools'}]"
